variant,concurrency,run_id,orders,couchdb_container,couchdb_database,document_id,application_key_bytes,application_value_bytes,logical_public_state_bytes,logical_public_state_bytes_per_order,compact_couchdb_document_json_bytes,fabric_private_data_bytes,success,measurement_scope
PP_RETF,5,25,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r25-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,26,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r26-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,27,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r27-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,28,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r28-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,29,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r29-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,30,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r30-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,31,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r31-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,32,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r32-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,33,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r33-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,34,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r34-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,35,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r35-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,36,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r36-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,37,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r37-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,38,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r38-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,39,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r39-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,40,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r40-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,1,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r1-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,2,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r2-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,3,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r3-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,4,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r4-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,5,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r5-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,6,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r6-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,7,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r7-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,8,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r8-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,9,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r9-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,10,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r10-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,11,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r11-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,12,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r12-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,13,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r13-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,14,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r14-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,15,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r15-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,16,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r16-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,17,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r17-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,18,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r18-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,19,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r19-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,20,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r20-wfalse,49,503,552,55.200000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,21,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r21-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,22,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r22-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,10,23,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c10-i0-r23-wfalse,49,503,552,55.200000000,631,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
